filename,processing_time,file_size_mb,megapixels,width,height,codes_found,strategies_used,preprocessing_complexity,rotation_attempts,pixels_per_second,time_per_megapixel,overall_quality_score,contrast_score,contrast_category,sharpness_score,sharpness_category
PICT0018.JPG,1.765079,1.506429672241211,6.642432,2976,2232,1,1,basic,0,3763249.123693614,0.2657278237850233,50.17975867484912,0.20433570620166747,medium,12.046702618132818,blurred
PICT0033.JPG,1.808974,1.4873991012573242,6.642432,2976,2232,1,1,basic,0,3671933.3721767142,0.272336096176822,45.84031706116541,0.21836034227280504,medium,12.585335907845852,blurred
PICT0015.JPG,1.904235,1.5692577362060547,6.642432,2976,2232,1,1,basic,0,3488241.7348699085,0.28667737961035955,47.21898486079543,0.1728661542723465,medium,15.991657382110754,blurred
PICT0016.JPG,1.910372,1.5800657272338867,6.642432,2976,2232,1,1,basic,0,3477035.8862043624,0.28760128820287506,41.21938619350696,0.2013027661439579,medium,24.206225068862192,blurred
PICT0031.JPG,1.91123,1.5053644180297852,6.642432,2976,2232,3,1,basic,0,3475474.95591844,0.2877304577600493,46.94537467232212,0.22174016421103046,medium,8.910477464090498,blurred
PICT0012.JPG,1.9183,1.5674123764038086,6.642432,2976,2232,1,1,basic,0,3462665.9021008187,0.28879482695494657,39.98331005050977,0.189885169320281,medium,16.556478250573363,blurred
PICT0017.JPG,1.931307,1.5917606353759766,6.642432,2976,2232,1,1,basic,0,3439345.479512061,0.29075299528847265,41.67748190247653,0.20251311096652763,medium,30.99131354993507,blurred
PICT0027.JPG,1.937416,1.5908870697021484,6.642432,2976,2232,1,1,basic,0,3428500.6420923537,0.291672688557444,42.972582366569846,0.25896208093868994,medium,8.029591420343708,blurred
PICT0011.JPG,1.937446,1.5385732650756836,6.642432,2976,2232,1,1,basic,0,3428447.5541511867,0.291677204975527,48.44205953483529,0.18703006733557834,medium,11.981145869141033,blurred
PICT0022.JPG,1.971473,1.6165761947631836,6.642432,2976,2232,1,1,basic,0,3369273.6344854836,0.2967998769125525,39.79578271636223,0.247396487405645,medium,19.949720524001087,blurred
PICT0030.JPG,1.995454,1.4915924072265625,6.642432,2976,2232,2,1,basic,0,3328782.3222184023,0.30041015098084556,48.3957596111278,0.23402479885946484,medium,6.8184402885815025,blurred
PICT0032.JPG,2.039762,1.5343103408813477,6.642432,2976,2232,1,1,basic,0,3256474.0396183473,0.3070805993949204,44.14431134482902,0.2338608329601831,medium,12.495828679982624,blurred
PICT0021.JPG,2.048072,1.6069965362548828,6.642432,2976,2232,2,1,basic,0,3243260.9791062037,0.30833164720391565,48.15787052461671,0.22850600455104556,medium,11.576385724603961,blurred
PICT0014.JPG,2.073449,1.6083288192749023,6.642432,2976,2232,1,1,basic,0,3203566.617746566,0.3121520852603384,39.227509918992595,0.2200111105432104,medium,19.80296971640414,blurred
PICT0013.JPG,2.141265,1.588984489440918,6.642432,2976,2232,1,1,basic,0,3102106.465103572,0.3223615988842641,48.75964552496792,0.23411767270248734,medium,9.365195555953465,blurred
PICT0020.JPG,2.151864,1.5627574920654297,6.642432,2976,2232,1,1,basic,0,3086827.048549536,0.3239572493929934,39.965715181784155,0.2430818106694157,medium,19.42543754209505,blurred
PICT0019.JPG,2.215722,1.5747346878051758,6.642432,2976,2232,1,1,basic,0,2997863.450378703,0.3335708969244999,40.5107304122557,0.25409284489982487,medium,28.07112593941819,blurred
PICT0023.JPG,2.239323,1.5786762237548828,6.642432,2976,2232,1,1,basic,0,2966267.930084226,0.33712396303040815,46.113378223553426,0.2375935701049546,medium,13.258443737414344,blurred
PICT0024.JPG,2.24033,1.6087408065795898,6.642432,2976,2232,1,1,basic,0,2964934.6301660915,0.337275564130728,40.89401853837262,0.2548243037226181,medium,35.87002552546984,blurred
PICT0025.JPG,2.247024,1.5876693725585938,6.642432,2976,2232,1,1,basic,0,2956101.9374959944,0.3382833275523182,43.65795351778095,0.2811924780778449,high,27.551180498171316,blurred
